@RELATION interest.n


@ATTRIBUTE senses {00001000, 00000100, 00100000, 00000010, 00000001, 00000000, 01000000, 00010000}
@ATTRIBUTE #advocacy{0,1}
@ATTRIBUTE #intervenes{0,1}
@ATTRIBUTE #refining{0,1}
@ATTRIBUTE #awareness{0,1}
@ATTRIBUTE #reduced{0,1}
@ATTRIBUTE #designers{0,1}
@ATTRIBUTE #theorists{0,1}
@ATTRIBUTE #firs{0,1}
@ATTRIBUTE #primula{0,1}
@ATTRIBUTE #substantial{0,1}
@ATTRIBUTE #achieving{0,1}
@ATTRIBUTE #gardeners{0,1}
@ATTRIBUTE #revived{0,1}
@ATTRIBUTE #styles{0,1}
@ATTRIBUTE #shown{0,1}
@ATTRIBUTE #regard{0,1}
@ATTRIBUTE #causal{0,1}
@ATTRIBUTE #indicated{0,1}
@ATTRIBUTE #attract{0,1}
@ATTRIBUTE #philosophically{0,1}
@ATTRIBUTE #lonrho{0,1}
@ATTRIBUTE #privileged{0,1}
@ATTRIBUTE #behave{0,1}
@ATTRIBUTE #gordon{0,1}
@ATTRIBUTE #poitiers{0,1}
@ATTRIBUTE #pathologist{0,1}
@ATTRIBUTE #oil{0,1}
@ATTRIBUTE #oppression{0,1}
@ATTRIBUTE #extensive{0,1}
@ATTRIBUTE #surrounding{0,1}
@ATTRIBUTE #current{0,1}
@ATTRIBUTE #examined{0,1}
@ATTRIBUTE #posterity{0,1}
@ATTRIBUTE #best{0,1}
@ATTRIBUTE #helpline{0,1}
@ATTRIBUTE #delayed{0,1}
@ATTRIBUTE #keener{0,1}
@ATTRIBUTE #boss{0,1}
@ATTRIBUTE #lawyers{0,1}
@ATTRIBUTE #increasing{0,1}
@ATTRIBUTE #suggested{0,1}
@ATTRIBUTE #memoir{0,1}
@ATTRIBUTE #passenger{0,1}
@ATTRIBUTE #ports{0,1}
@ATTRIBUTE #narrow{0,1}
@ATTRIBUTE #sequence{0,1}
@ATTRIBUTE #arouse{0,1}
@ATTRIBUTE #keen{0,1}
@ATTRIBUTE #public{0,1}
@ATTRIBUTE #garden{0,1}
@ATTRIBUTE #actions{0,1}
@ATTRIBUTE #client{0,1}
@ATTRIBUTE #minor{0,1}
@ATTRIBUTE #pakistani{0,1}
@ATTRIBUTE #supposed{0,1}
@ATTRIBUTE #vulgaris{0,1}
@ATTRIBUTE #dialogue{0,1}
@ATTRIBUTE #architecture{0,1}
@ATTRIBUTE #ended{0,1}
@ATTRIBUTE #consumer{0,1}
@ATTRIBUTE #jailed{0,1}
@ATTRIBUTE #affairs{0,1}
@ATTRIBUTE #poststructuralism{0,1}
@ATTRIBUTE #hairline{0,1}
@ATTRIBUTE #sees{0,1}
@ATTRIBUTE #taken{0,1}
@ATTRIBUTE #china{0,1}
@ATTRIBUTE #shared{0,1}
@ATTRIBUTE #reciprocal{0,1}
@ATTRIBUTE #suggests{0,1}
@ATTRIBUTE #charges{0,1}
@ATTRIBUTE #whose{0,1}
@ATTRIBUTE #drawled{0,1}
@ATTRIBUTE #flicker{0,1}
@ATTRIBUTE #preferred{0,1}
@ATTRIBUTE #nation{0,1}
@ATTRIBUTE #destroying{0,1}
@ATTRIBUTE #contemporary{0,1}
@ATTRIBUTE #active{0,1}
@ATTRIBUTE #revival{0,1}
@ATTRIBUTE #secretaries{0,1}
@ATTRIBUTE #sorts{0,1}
@ATTRIBUTE #pound{0,1}
@ATTRIBUTE #justice{0,1}
@ATTRIBUTE #australian{0,1}
@ATTRIBUTE #sudden{0,1}
@ATTRIBUTE #disenfranchised{0,1}
@ATTRIBUTE #appears{0,1}
@ATTRIBUTE #island{0,1}
@ATTRIBUTE #sultriness{0,1}
@ATTRIBUTE #ideologies{0,1}
@ATTRIBUTE #inspire{0,1}
@ATTRIBUTE #staunching{0,1}
@ATTRIBUTE #employed{0,1}
@ATTRIBUTE #tyler{0,1}
@ATTRIBUTE #accounts{0,1}
@ATTRIBUTE #birmingham{0,1}
@ATTRIBUTE #sea{0,1}
@ATTRIBUTE #charge{0,1}
@ATTRIBUTE #source{0,1}
@ATTRIBUTE #spreads{0,1}
@ATTRIBUTE #take{0,1}
@ATTRIBUTE #raggett{0,1}
@ATTRIBUTE #fido{0,1}
@ATTRIBUTE #declaring{0,1}
@ATTRIBUTE #core{0,1}
@ATTRIBUTE #consolidated{0,1}
@ATTRIBUTE #imperial{0,1}
@ATTRIBUTE #sympathetic{0,1}
@ATTRIBUTE #poetry{0,1}
@ATTRIBUTE #birds{0,1}
@ATTRIBUTE #ruthlessly{0,1}
@ATTRIBUTE #historic{0,1}
@ATTRIBUTE #consuming{0,1}
@ATTRIBUTE #goldsmith{0,1}
@ATTRIBUTE #combine{0,1}
@ATTRIBUTE #industry{0,1}
@ATTRIBUTE #plus{0,1}
@ATTRIBUTE #caradon{0,1}
@ATTRIBUTE #national{0,1}
@ATTRIBUTE #done{0,1}
@ATTRIBUTE #measured{0,1}
@ATTRIBUTE #dominant{0,1}
@ATTRIBUTE #debating{0,1}
@ATTRIBUTE #helen{0,1}
@ATTRIBUTE #branch{0,1}
@ATTRIBUTE #inflation{0,1}
@ATTRIBUTE #creeds{0,1}
@ATTRIBUTE #environmentalists{0,1}
@ATTRIBUTE #moneys{0,1}
@ATTRIBUTE #merge{0,1}
@ATTRIBUTE #gradually{0,1}
@ATTRIBUTE #secure{0,1}
@ATTRIBUTE #self{0,1}
@ATTRIBUTE #watched{0,1}
@ATTRIBUTE #miner{0,1}
@ATTRIBUTE #inimical{0,1}
@ATTRIBUTE #mb{0,1}
@ATTRIBUTE #excites{0,1}
@ATTRIBUTE #dollar{0,1}
@ATTRIBUTE #interpretation{0,1}
@ATTRIBUTE #usual{0,1}
@ATTRIBUTE #united{0,1}
@ATTRIBUTE #cases{0,1}
@ATTRIBUTE #dozen{0,1}
@ATTRIBUTE #scholarship{0,1}
@ATTRIBUTE #speak{0,1}
@ATTRIBUTE #developers{0,1}
@ATTRIBUTE #attaches{0,1}
@ATTRIBUTE #farming{0,1}
@ATTRIBUTE #loans{0,1}
@ATTRIBUTE #industrial{0,1}
@ATTRIBUTE #psychoanalysis{0,1}
@ATTRIBUTE #improving{0,1}
@ATTRIBUTE #wisdom{0,1}
@ATTRIBUTE #norbrook{0,1}
@ATTRIBUTE #genuinely{0,1}
@ATTRIBUTE #caused{0,1}
@ATTRIBUTE #disturbing{0,1}
@ATTRIBUTE #phrase{0,1}
@ATTRIBUTE #regained{0,1}
@ATTRIBUTE #objective{0,1}
@ATTRIBUTE #contract{0,1}
@ATTRIBUTE #expressed{0,1}
@ATTRIBUTE #bidders{0,1}
@ATTRIBUTE #lack{0,1}
@ATTRIBUTE #phenomenologists{0,1}
@ATTRIBUTE #owned{0,1}
@ATTRIBUTE #stories{0,1}
@ATTRIBUTE #anthologies{0,1}
@ATTRIBUTE #importance{0,1}
@ATTRIBUTE #representing{0,1}
@ATTRIBUTE #season{0,1}
@ATTRIBUTE #obituary{0,1}
@ATTRIBUTE #proceedings{0,1}
@ATTRIBUTE #surprising{0,1}
@ATTRIBUTE #exhibiting{0,1}
@ATTRIBUTE #eastern{0,1}
@ATTRIBUTE #coincides{0,1}
@ATTRIBUTE #beers{0,1}
@ATTRIBUTE #rearing{0,1}
@ATTRIBUTE #lost{0,1}
@ATTRIBUTE #passionate{0,1}
@ATTRIBUTE #allow{0,1}
@ATTRIBUTE #increased{0,1}
@ATTRIBUTE #state{0,1}
@ATTRIBUTE #writing{0,1}
@ATTRIBUTE #add{0,1}
@ATTRIBUTE #recent{0,1}
@ATTRIBUTE #distribute{0,1}
@ATTRIBUTE #wary{0,1}
@ATTRIBUTE #emphasise{0,1}
@ATTRIBUTE #aroused{0,1}
@ATTRIBUTE #lose{0,1}
@ATTRIBUTE #safety{0,1}
@ATTRIBUTE #objectives{0,1}
@ATTRIBUTE #architectural{0,1}
@ATTRIBUTE #reconstruction{0,1}
@ATTRIBUTE #biggs{0,1}
@ATTRIBUTE #clients{0,1}

@DATA
00000001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
00000001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
00000001, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
00000001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
00000001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
00000001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
00000001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
00000001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
00000001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
00000001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
