@RELATION difference.n


@ATTRIBUTE senses {000010, 010000, 001000, 000100, 000000, 100000, 000001}
@ATTRIBUTE #total{0,1}
@ATTRIBUTE #experiential{0,1}
@ATTRIBUTE #photon{0,1}
@ATTRIBUTE #seasonal{0,1}
@ATTRIBUTE #understand{0,1}
@ATTRIBUTE #discussion{0,1}
@ATTRIBUTE #screenings{0,1}
@ATTRIBUTE #swings{0,1}
@ATTRIBUTE #awareness{0,1}
@ATTRIBUTE #minimal{0,1}
@ATTRIBUTE #explained{0,1}
@ATTRIBUTE #personality{0,1}
@ATTRIBUTE #married{0,1}
@ATTRIBUTE #solely{0,1}
@ATTRIBUTE #detected{0,1}
@ATTRIBUTE #quantify{0,1}
@ATTRIBUTE #monitoring{0,1}
@ATTRIBUTE #kinnock{0,1}
@ATTRIBUTE #anti{0,1}
@ATTRIBUTE #styles{0,1}
@ATTRIBUTE #admitted{0,1}
@ATTRIBUTE #price{0,1}
@ATTRIBUTE #sick{0,1}
@ATTRIBUTE #explain{0,1}
@ATTRIBUTE #made{0,1}
@ATTRIBUTE #analysed{0,1}
@ATTRIBUTE #alleged{0,1}
@ATTRIBUTE #net{0,1}
@ATTRIBUTE #pessimists{0,1}
@ATTRIBUTE #absolute{0,1}
@ATTRIBUTE #significant{0,1}
@ATTRIBUTE #older{0,1}
@ATTRIBUTE #tell{0,1}
@ATTRIBUTE #notice{0,1}
@ATTRIBUTE #definitely{0,1}
@ATTRIBUTE #classes{0,1}
@ATTRIBUTE #boss{0,1}
@ATTRIBUTE #optimism{0,1}
@ATTRIBUTE #relationship{0,1}
@ATTRIBUTE #deeper{0,1}
@ATTRIBUTE #locomotive{0,1}
@ATTRIBUTE #grams{0,1}
@ATTRIBUTE #fraser{0,1}
@ATTRIBUTE #precise{0,1}
@ATTRIBUTE #physical{0,1}
@ATTRIBUTE #heroically{0,1}
@ATTRIBUTE #aware{0,1}
@ATTRIBUTE #identified{0,1}
@ATTRIBUTE #amount{0,1}
@ATTRIBUTE #striking{0,1}
@ATTRIBUTE #eurotunnel{0,1}
@ATTRIBUTE #slight{0,1}
@ATTRIBUTE #deal{0,1}
@ATTRIBUTE #uniqueness{0,1}
@ATTRIBUTE #opinion{0,1}
@ATTRIBUTE #medley{0,1}
@ATTRIBUTE #paying{0,1}
@ATTRIBUTE #key{0,1}
@ATTRIBUTE #demand{0,1}
@ATTRIBUTE #outweighed{0,1}
@ATTRIBUTE #priest{0,1}
@ATTRIBUTE #categorical{0,1}
@ATTRIBUTE #relation{0,1}
@ATTRIBUTE #economy{0,1}
@ATTRIBUTE #explains{0,1}
@ATTRIBUTE #scheduled{0,1}
@ATTRIBUTE #australia{0,1}
@ATTRIBUTE #pcb{0,1}
@ATTRIBUTE #make{0,1}
@ATTRIBUTE #update{0,1}
@ATTRIBUTE #flux{0,1}
@ATTRIBUTE #remember{0,1}
@ATTRIBUTE #model{0,1}
@ATTRIBUTE #ignored{0,1}
@ATTRIBUTE #saying{0,1}
@ATTRIBUTE #affinities{0,1}
@ATTRIBUTE #wondered{0,1}
@ATTRIBUTE #similarities{0,1}
@ATTRIBUTE #existing{0,1}
@ATTRIBUTE #employer{0,1}
@ATTRIBUTE #reconstructed{0,1}
@ATTRIBUTE #businesses{0,1}
@ATTRIBUTE #style{0,1}
@ATTRIBUTE #nicely{0,1}
@ATTRIBUTE #individuality{0,1}
@ATTRIBUTE #projected{0,1}
@ATTRIBUTE #profile{0,1}
@ATTRIBUTE #cent{0,1}
@ATTRIBUTE #ethnic{0,1}
@ATTRIBUTE #sawing{0,1}
@ATTRIBUTE #constant{0,1}
@ATTRIBUTE #crucial{0,1}
@ATTRIBUTE #yields{0,1}
@ATTRIBUTE #uniform{0,1}
@ATTRIBUTE #percentage{0,1}
@ATTRIBUTE #makes{0,1}
@ATTRIBUTE #ale{0,1}
@ATTRIBUTE #semantic{0,1}
@ATTRIBUTE #pizarro{0,1}
@ATTRIBUTE #sacred{0,1}
@ATTRIBUTE #dimension{0,1}
@ATTRIBUTE #ignores{0,1}
@ATTRIBUTE #coverage{0,1}
@ATTRIBUTE #regional{0,1}
@ATTRIBUTE #embroidered{0,1}
@ATTRIBUTE #assumption{0,1}
@ATTRIBUTE #contamination{0,1}
@ATTRIBUTE #waste{0,1}
@ATTRIBUTE #guardian{0,1}
@ATTRIBUTE #roughly{0,1}
@ATTRIBUTE #significance{0,1}
@ATTRIBUTE #arc{0,1}
@ATTRIBUTE #toxic{0,1}
@ATTRIBUTE #consists{0,1}
@ATTRIBUTE #commercial{0,1}
@ATTRIBUTE #shades{0,1}
@ATTRIBUTE #identify{0,1}
@ATTRIBUTE #compare{0,1}
@ATTRIBUTE #channels{0,1}
@ATTRIBUTE #goal{0,1}
@ATTRIBUTE #responses{0,1}
@ATTRIBUTE #nuances{0,1}
@ATTRIBUTE #horizontal{0,1}
@ATTRIBUTE #contractors{0,1}
@ATTRIBUTE #georgiana{0,1}
@ATTRIBUTE #contextual{0,1}
@ATTRIBUTE #placements{0,1}
@ATTRIBUTE #demeanours{0,1}
@ATTRIBUTE #cultural{0,1}
@ATTRIBUTE #claiming{0,1}
@ATTRIBUTE #qualitative{0,1}
@ATTRIBUTE #mirror{0,1}
@ATTRIBUTE #apparent{0,1}
@ATTRIBUTE #patients{0,1}
@ATTRIBUTE #fiction{0,1}
@ATTRIBUTE #nikol{0,1}
@ATTRIBUTE #note{0,1}
@ATTRIBUTE #scrapping{0,1}
@ATTRIBUTE #post{0,1}
@ATTRIBUTE #uniformed{0,1}
@ATTRIBUTE #enormous{0,1}
@ATTRIBUTE #ideal{0,1}
@ATTRIBUTE #neela{0,1}
@ATTRIBUTE #gloss{0,1}
@ATTRIBUTE #mutual{0,1}
@ATTRIBUTE #degree{0,1}
@ATTRIBUTE #per{0,1}
@ATTRIBUTE #settle{0,1}
@ATTRIBUTE #conversely{0,1}
@ATTRIBUTE #recognise{0,1}
@ATTRIBUTE #grant{0,1}
@ATTRIBUTE #higgins{0,1}
@ATTRIBUTE #beef{0,1}
@ATTRIBUTE #functional{0,1}
@ATTRIBUTE #subtle{0,1}
@ATTRIBUTE #contrast{0,1}
@ATTRIBUTE #compromise{0,1}
@ATTRIBUTE #neil{0,1}
@ATTRIBUTE #official{0,1}
@ATTRIBUTE #underlying{0,1}
@ATTRIBUTE #intellect{0,1}
@ATTRIBUTE #philosophy{0,1}
@ATTRIBUTE #property{0,1}
@ATTRIBUTE #organism{0,1}
@ATTRIBUTE #cognitive{0,1}
@ATTRIBUTE #liquid{0,1}
@ATTRIBUTE #marker{0,1}
@ATTRIBUTE #settled{0,1}
@ATTRIBUTE #subjective{0,1}
@ATTRIBUTE #virtue{0,1}
@ATTRIBUTE #derided{0,1}
@ATTRIBUTE #dancing{0,1}
@ATTRIBUTE #illustrated{0,1}
@ATTRIBUTE #object{0,1}
@ATTRIBUTE #applicable{0,1}
@ATTRIBUTE #turns{0,1}
@ATTRIBUTE #forwards{0,1}
@ATTRIBUTE #likenesses{0,1}
@ATTRIBUTE #electorate{0,1}
@ATTRIBUTE #implications{0,1}
@ATTRIBUTE #representations{0,1}
@ATTRIBUTE #exist{0,1}
@ATTRIBUTE #between{0,1}
@ATTRIBUTE #university{0,1}
@ATTRIBUTE #morelli{0,1}
@ATTRIBUTE #sharp{0,1}
@ATTRIBUTE #lock{0,1}
@ATTRIBUTE #list{0,1}
@ATTRIBUTE #domestic{0,1}
@ATTRIBUTE #labour{0,1}
@ATTRIBUTE #vitally{0,1}
@ATTRIBUTE #reception{0,1}
@ATTRIBUTE #election{0,1}
@ATTRIBUTE #solemnly{0,1}
@ATTRIBUTE #mental{0,1}
@ATTRIBUTE #likud{0,1}

@DATA
000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0
000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
010000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
010000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
